arg_id,micro_cluster_id,cluster_size,is_centroid,centroid_arg_id
A454_0,192,1,true,A454_0
A454_1,392,1,true,A454_1
A455_0,94,1,true,A455_0
A455_1,95,1,true,A455_1
A456_1,275,3,false,A351_1
A456_4,1083,2,false,A292_2
A457_0,149,1,true,A457_0
A457_1,378,1,true,A457_1
A458_0,272,2,true,A458_0
A458_1,280,2,false,A46_0
A459_0,1003,2,false,A459_1
A459_1,1003,2,true,A459_1
A460_0,221,1,true,A460_0
A460_1,286,1,true,A460_1
A460_2,1129,1,true,A460_2
A460_3,719,1,true,A460_3
A460_4,104,1,true,A460_4
A460_5,427,1,true,A460_5
A460_6,1170,1,true,A460_6
A460_7,1284,1,true,A460_7
A460_8,642,1,true,A460_8
A460_9,706,1,true,A460_9
A461_0,737,1,true,A461_0
A461_1,272,2,false,A458_0
A462_0,374,1,true,A462_0
A462_1,620,1,true,A462_1
A462_2,426,1,true,A462_2
A462_3,202,1,true,A462_3
A463_0,1070,4,false,A195_5
A463_1,1273,1,true,A463_1
A464_0,1022,2,true,A464_0
A464_1,1039,1,true,A464_1
A464_2,1022,2,false,A464_0
A464_3,1319,1,true,A464_3
A465_0,726,2,false,A91_1
A465_1,713,2,false,A91_2
A466_0,417,2,false,A265_0
A466_1,1097,2,false,A265_1
A467_0,236,1,true,A467_0
A468_0,555,2,false,A275_0
A468_1,32,2,false,A275_1
A468_2,1372,2,false,A275_2
A468_3,1387,2,false,A275_3
A469_0,539,3,true,A469_0
A469_1,1352,1,true,A469_1
A469_2,609,1,true,A469_2
A469_3,1189,1,true,A469_3
A469_4,838,1,true,A469_4
A470_0,1001,4,false,A398_0
A470_1,103,1,true,A470_1
A470_2,501,1,true,A470_2
A470_3,1369,1,true,A470_3
A471_0,312,2,false,A427_5
A471_1,752,1,true,A471_1
A471_2,724,2,false,A390_2
A471_3,1054,1,true,A471_3
A472_0,99,2,false,A406_0
A472_2,652,2,false,A406_2
A473_0,1340,1,true,A473_0
A473_1,1356,1,true,A473_1
A474_1,271,3,true,A474_1
A474_2,7,1,true,A474_2
A474_3,1051,2,false,A414_3
A474_4,1018,2,false,A391_4
A474_5,1367,1,true,A474_5
A475_1,98,2,false,A427_1
A475_4,1044,2,false,A427_4
A475_6,387,3,false,A402_3
A476_1,244,2,false,A253_3
A477_3,481,2,false,A427_3
